corrupted,correct
CC(=O)OC1(C(C)=O)CCC2C3C(C(F)(F)F)C4=CC(=O)CCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C(F)(F)F)C4=CC(=O)CCC4(C)C3CCC21C
CC(=O)OC1(C(C)=O)CCC2C3CC(C(F)(F)F)C4=CC(=O)CCC4(C)C3CCC21,CC(=O)OC1(C(C)=O)CCC2C3CC(C(F)(F)F)C4=CC(=O)CCC4(C)C3CCC21C
CC(=O)OC1(C(C)=O)CCC2C3CC(C(F)(F)F)C4=CC()OCCC4(C)C3CCC21C,CC(=O)OC1(C(C)=O)CCC2C3CC(C(F)(F)F)C4=CC(=O)CCC4(C)C3CCC21C
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC21,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC21C
CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2C3CCC4=CC(=O)C=CC41C)[C@@]3(F)[C@@H](O)CC21C,CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2C3CCC4=CC(=O)C=CC4(C)[C@@]3(F)[C@@H](O)CC21C
Nc1ncnc2c1ncn2[C@@H]1O(COP(=O)(O)OP(=O)([O-])OP(=O)([O-])1)[C@@H](O)[C@H]OO.[Na+].[Na+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+].[Na+]
Nc1ncnc2c1nc2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+].[Na+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+].[Na+]
Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O2(O)OP(=O)[O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+].[Na+],Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O.[Na+].[Na+]
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](OH[C@@H]1O,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](nOccc(N)nc2=O)[C@H](2)[C@@H]1O,C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](Brn2ccc(N)nc2=O)[C@H](O)[C@@H]1O,C[N+](C)(C)CCOP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@H](O)[C@@H]1O
CCNc1cc2oc3Hc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-],CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-]
CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C.,CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-]
CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3CC=O)OCC)c2cc1C.[Cl-],CCNc1cc2oc3cc(=[NH+]CC)c(C)cc-3c(-c3ccccc3C(=O)OCC)c2cc1C.[Cl-]
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COP(=O)(O)O)O,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COP(=O)(O)O)O1
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(FBr[C@@H](O)C[C@]3(C)[C@]2(C(=O)COP(=O)(O)O)O1,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)COP(=O)(O)O)O1
C(CCCC[n+]1cc(CCC(N)C(=O)O)cc(CCC(N)C(=O)O)c1CCCC(N)C(=O)O)C(=O)O,NC(CCCC[n+]1cc(CCC(N)C(=O)O)cc(CCC(N)C(=O)O)c1CCCC(N)C(=O)O)C(=O)O
NC(CCCC[n+]1cc(CCC(N)C(=O)O)cc(CCC(N)C(=O)O)c1CCCC(N)C(=O)O)C(=O),NC(CCCC[n+]1cc(CCC(N)C(=O)O)cc(CCC(N)C(=O)O)c1CCCC(N)C(=O)O)C(=O)O
COc1cc(C(=O)OC(C)C[NH+]2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.,COc1cc(C(=O)OC(C)C[NH+]2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.[Cl-]
COc1cc(C(=O)OC(C)C[NH+]2CN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.[Cl-],COc1cc(C(=O)OC(C)C[NH+]2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.[Cl-]
COc1cc(C(=O)OC(C)C[NH+]2CCSN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.[Cl-],COc1cc(C(=O)OC(C)C[NH+]2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC.[Cl-]
COc1cc(C(=O)OC(C)CN2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1O,COc1cc(C(=O)OC(C)CN2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
COc1cc(C(=O)OC(C)CN2CCN(C(=O)c3cc(OC)c(OCClc(OC)c3)CC2)cc(OC)c1OC,COc1cc(C(=O)OC(C)CN2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC
O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12
O==C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)H12,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12
OC=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4cccNn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12,O=C1NC(=O)C2C3C(C(O)(c4ccccc4)c4ccccn4)=CC(C3=C(c3ccccc3)c3ccccn3)C12
Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1,Cc1cc(-c2ccc(N=Nc3cc(S(=O)(=O)O)c4ccccc4c3N)c(C)c2)ccc1N=Nc1cc(S(=O)(=O)O)c2ccccc2c1N
CP(=O)(O),CP(=O)(O)O
CCl(=O)(O)O,CP(=O)(O)O
C[CH2][Sn]([Cl]Cl)([CH2]C)[CH2]C,C[CH2][Sn]([Cl])([CH2]C)[CH2]C
C[CH2][Sn]([Cl])([CH2]C)[CH2],C[CH2][Sn]([Cl])([CH2]C)[CH2]C
[Sn][CH2]C([Cl])([CH2]C)[CH2]C,C[CH2][Sn]([Cl])([CH2]C)[CH2]C
C[CH2][SnH][CH2]C)[CH2]C,C[CH2][SnH]([CH2]C)[CH2]C
C[CH2][SnH]([CH2]C)[CH2],C[CH2][SnH]([CH2]C)[CH2]C
C[CH2][SnH]([CH2]C[CH2]C,C[CH2][SnH]([CH2]C)[CH2]C
CC[Ge]([CH2]CC)([CH2]CC)[CH2]CC,CC[CH2][Ge]([CH2]CC)([CH2]CC)[CH2]CC
CC[CH2][Ge]([CH2]CC)()[CH2]CC)[CH2]CC,CC[CH2][Ge]([CH2]CC)([CH2]CC)[CH2]CC
CC[CH2][Ge]([CH2]CC)([CH2]CC)[CH2]C,CC[CH2][Ge]([CH2]CC)([CH2]CC)[CH2]CC
CO=[N+])[O-])C(Br([N+](=O)[O-],O=[N+]([O-])C(Br)[N+](=O)[O-]
O=[N+]([O-])C(Br)[N+](=1)[O-],O=[N+]([O-])C(Br)[N+](=O)[O-]
O=[N+]([O-])C(Br)([N+](=O)[O-],O=[N+]([O-])C(Br)[N+](=O)[O-]
NCCC(ClS)C==O)O,NCCC(S)C(=O)O
OCCC)(SC(=O)O,NCCC(S)C(=O)O
NCCC(SNC(=(O)O,NCCC(S)C(=O)O
NC(CCC(=O)O)C(=O)[O-].,NC(CCC(=O)O)C(=O)[O-].[K+]
NC(CCCS=O)O)C(=O)[O-].[K+],NC(CCC(=O)O)C(=O)[O-].[K+]
CC(C)CN(CC(C)C)N=,CC(C)CN(CC(C)C)N=O
CC)(CN(CC(C)C)NO=O,CC(C)CN(CC(C)C)N=O
CC(C)CBrN(CC(C)C)N=O,CC(C)CN(CC(C)C)N=O
CCO[SiH]OOCC)OCC,CCO[SiH](OCC)OCC
CCO[SiH](OCCOCC,CCO[SiH](OCC)OCC
CCO[SiH](OCC)OC,CCO[SiH](OCC)OCC
CCCCP((CCCC)CCCC,CCCCP(CCCC)CCCC
CCCCP(CCCC)CCC,CCCCP(CCCC)CCCC
CCCCN(Cl)CCC,CCCCN(Cl)CCCC
CCCCN(Cl)CC(CC,CCCCN(Cl)CCCC
C=CCO(CN=O)C=,C=CCOC(=O)C=C
C=CCOC(=O)C=,C=CCOC(=O)C=C
C[N+](C)(C)CCCl.,C[N+](C)(C)CCCl.[Cl-]
C[N+]()(C)CCCl.[Cl-],C[N+](C)(C)CCCl.[Cl-]
C[N+](C)(C)CC[Cl-].Cl,C[N+](C)(C)CCCl.[Cl-]
C[N+](C)(C)CCl,C[N+](C)(C)CCCl
C[N+](C)(C)CC,C[N+](C)(C)CCCl
S[N+](C)C(C)CCCl,C[N+](C)(C)CCCl
C[Si](C)(C)N[Si](C)(C),C[Si](C)(C)N[Si](C)(C)C
C[Si](C)()N[Si](C)(C)C,C[Si](C)(C)N[Si](C)(C)C
C[Si](C)(C)NC(C)(C)C,C[Si](C)(C)N[Si](C)(C)C
CCCCCOP(C)(=O)OCCCC,CCCCCOP(C)(=O)OCCCCC
CCCCCOP(C)(=O)OOCCCC,CCCCCOP(C)(=O)OCCCCC
CCCCCP(N)(=O)OCC=CCC,CCCCCOP(C)(=O)OCCCCC
CS(=O)(=O)OCC[NH2+]CCOS(C)(=O)=O.,CS(=O)(=O)OCC[NH2+]CCOS(C)(=O)=O.[Cl-]
CS(=O(=)O)OCC[NH2+]CCOS(C)(=O)=O.[Cl-],CS(=O)(=O)OCC[NH2+]CCOS(C)(=O)=O.[Cl-]
CS(=O)(=O)OCC[NH2+]CCOS(CS)(=O)=O.[Cl-],CS(=O)(=O)OCC[NH2+]CCOS(C)(=O)=O.[Cl-]
C(=O)(=O)OCCNCCOS(C)(=O)=O,CS(=O)(=O)OCCNCCOS(C)(=O)=O
CS=O)(=O)OCCNCCOS(CCl(=O)=O,CS(=O)(=O)OCCNCCOS(C)(=O)=O
CS(=O)(=O)OCCNCCOS(C)(=O)=,CS(=O)(=O)OCCNCCOS(C)(=O)=O
)NC(=O)NCO,NC(=O)NCO
NC(=)SNCO,NC(=O)NCO
NC(=N)OCO,NC(=O)NCO
CCCCCCCCC(C)C,CCCCCCCCC(C)CC
CCCC)CClCCC(CCCC,CCCCCCCCC(C)CC
CCCCCOCCCC(=C)[O-].[Na+],CCCCCCCCCC(=O)[O-].[Na+]
CCCCCCCCCC(=O)[O-].,CCCCCCCCCC(=O)[O-].[Na+]
CCCCClCCCCCC(=O)[O-].[Na+],CCCCCCCCCC(=O)[O-].[Na+]
CCOCCOCC2OC,CCOCCOCCOC
CCOCCOCBrOC,CCOCCOCCOC
CCOCCOCCO,CCOCCOCCOC
CCCCCCCCCCCCCCC(=O)(,CCCCCCCCCCCCCCC(=O)O
CCCCCCCCCCCCCCC(=O),CCCCCCCCCCCCCCC(=O)O
CCCCCCCCCCC2CCCC(=O)O,CCCCCCCCCCCCCCC(=O)O
BrCCC=CC=CClCCCCCCCCO,CCCC=CC=CCCCCCCCCCO
OCCC=CC=CCCCCCCCCCC,CCCC=CC=CCCCCCCCCCO
(CCCC=CC=CCCCCCCCCCO,CCCC=CC=CCCCCCCCCCO
O=C1CCCS,O=C1CCCS1
O=C12CCCS1,O=C1CCCS1
CCCCC(C)O1,CC1CCC(C)O1
CC1CCC(C)O,CC1CCC(C)O1
CC1CCC(P)O1,CC1CCC(C)O1
Cc1cc[n+]([O-]))cc1,Cc1cc[n+]([O-])cc1
Cc1cc[n+]([O-])=1,Cc1cc[n+]([O-])cc1
Cc1cSc[n+]([O-])cc1,Cc1cc[n+]([O-])cc1
Cc1ccc[n+]([O-])c,Cc1ccc[n+]([O-])c1
Cc1cCc[n+]([O-])c1,Cc1ccc[n+]([O-])c1
cc1cNcc[n+]([O-])C1,Cc1ccc[n+]([O-])c1
CC1(C)CCOS(=O)O,CC1(C)CCOS(=O)O1
CC1CC)CCOS(=O)O1,CC1(C)CCOS(=O)O1
C1(C)CCOS(=O)O1,CC1(C)CCOS(=O)O1
C=C1CCC(O)CC1,C=C1CCC(CO)CC1
C=C1CCC(C1)CC1,C=C1CCC(CO)CC1
=C1CCC(CO)1CC,C=C1CCC(CO)CC1
CCCCC=CCCO1,CCCCC1CCCO1
CCCCBr1C1OCC,CCCCC1CCCO1
CC1CC1CCCO1,CCCCC1CCCO1
Nc1cCc(N)nc(N)n1,Nc1cc(N)nc(N)n1
NCc1)c(N)nc(N)n1,Nc1cc(N)nc(N)n1
Nc1cc(N)nc(N)C1,Nc1cc(N)nc(N)n1
O=C([O-])c1ccc(I)cc1.,O=C([O-])c1ccc(I)cc1.[Na+]
O=C[Na+][O-])c1ccc(I)cc1.(,O=C([O-])c1ccc(I)cc1.[Na+]
C[S+](C)c1ccc(O)cc1.,C[S+](C)c1ccc(O)cc1.[Cl-]
C[S+](c)1ccc(O)Cc1.[Cl-],C[S+](C)c1ccc(O)cc1.[Cl-]
BrCC[NH2+]c1ccccc1.,BrCC[NH2+]c1ccccc1.[Br-]
BrCC[NH2+]1ccccc1.[Br-],BrCC[NH2+]c1ccccc1.[Br-]
Cc1c(1)c(Cl)cc(Cl)c1Cl,Cc1c(Cl)c(Cl)cc(Cl)c1Cl
Cc1c(Cl)c(Cl)c)c(Cl)c1Cl,Cc1c(Cl)c(Cl)cc(Cl)c1Cl
Cc1c(Cl)c(c)c(Cl)Cl1Cl,Cc1c(Cl)c(Cl)cc(Cl)c1Cl
COc1cc(Cl)c(Cl)c(Cl)c1Cl,Cc1cc(Cl)c(Cl)c(Cl)c1Cl
1Cc1cc(Cl)c(Cl)c)Cl)c1Cl,Cc1cc(Cl)c(Cl)c(Cl)c1Cl
Cc1(c(Cl)ccCl)c(Cl)c1Cl,Cc1cc(Cl)c(Cl)c(Cl)c1Cl
COc1ccc2[nH]ccc2c,COc1ccc2[nH]ccc2c1
CN(N=O)c1ccc(Cl)cc,CN(N=O)c1ccc(Cl)cc1
CN(N=O)c1c2cc(Cl)cc1,CN(N=O)c1ccc(Cl)cc1
C(N=O)c1ccc(Cl)cc1,CN(N=O)c1ccc(Cl)cc1
CN(C)c1nc(=[N+](C)C)ss1.,CN(C)c1nc(=[N+](C)C)ss1.[Cl-]
CNsC)c1nc(=[N+]C)1C)s(1,CN(C)c1nc(=[N+](C)C)ss1
CN(C)c1)nc(=[N+](C)C)ss1,CN(C)c1nc(=[N+](C)C)ss1
CN(C)c1nc(=[N+](C)C)ss,CN(C)c1nc(=[N+](C)C)ss1
CCN1nc(N)nc(Cl)n1,CCNc1nc(N)nc(Cl)n1
CCNc1nc(N)nc(Cln1,CCNc1nc(N)nc(Cl)n1
CCNc1nc(N)nc(Cl)n,CCNc1nc(N)nc(Cl)n1
CCC(=O)Cc1cccCcc1,CCC(=O)Cc1ccccc1
=CC(=O)Cc1ccccc1,CCC(=O)Cc1ccccc1
CCC)=O)Cc1ccccNc1,CCC(=O)Cc1ccccc1
CNC(=O)Nc1ccccc,CNC(=O)Nc1ccccc1
CC=ClO)OCc1ccccn1,CC(=O)OCc1ccccn1
CC(=O)OCc1ccccn,CC(=O)OCc1ccccn1
CC(nO)OCc1cccc=1,CC(=O)OCc1ccccn1
Oc1ccccc1-c1nnco,Oc1ccccc1-c1nnco1
Oc1ccccc1-c1nn1oc,Oc1ccccc1-c1nnco1
Oc1ccccc1-c1nco1,Oc1ccccc1-c1nnco1
O=C1CCC(c2ccPccc2)O1,O=C1CCC(c2ccccc2)O1
O=C1CCC(c2ccccc2)O,O=C1CCC(c2ccccc2)O1
O=)CcCCC(c21cccc2)1,O=C1CCC(c2ccccc2)O1
CC1CC2CCCCC2CC1,CC1CC2CCCCC2CC1C
CC1CC2CCCCC2CBr1C,CC1CC2CCCCC2CC1C
c1ccc(-c2cccnc2)cc11,c1ccc(-c2cccnc2)cc1
c1ccc(-c2cccnc2)cc,c1ccc(-c2cccnc2)cc1
cc1cc(-c2cccnc2)cc1,c1ccc(-c2cccnc2)cc1
Pc1ccc(-c2ccccn2)cc1,c1ccc(-c2ccccn2)cc1
c1ccc(-c2cccSn2)cc1,c1ccc(-c2ccccn2)cc1
c1cc1(-c2cccn2)cc1,c1ccc(-c2ccccn2)cc1
CC(C)(CC(=O)O)c1cccc1,CC(C)(CC(=O)O)c1ccccc1
CC(C)(CC(=O)O)c1ccccc,CC(C)(CC(=O)O)c1ccccc1
)=C1C=C(Cl)C(=O)c2ccccc21,O=C1C=C(Cl)C(=O)c2ccccc21
O=C1C=CCCl)((=O)Brc2ccccc21,O=C1C=C(Cl)C(=O)c2ccccc21
O=C1C=C(Cl)(=O=)c2ccccc21,O=C1C=C(Cl)C(=O)c2ccccc21
O=C1CCCCC1=C1CCCCC,O=C1CCCCC1=C1CCCCC1
O=CCCCCC1=C1CCCCC1,O=C1CCCCC1=C1CCCCC1
OC1CCCCC1=C1CCCCC1,O=C1CCCCC1=C1CCCCC1
CCNc1nc(S)nc(NCC)n,CCNc1nc(S)nc(NCC)n1
CCNc1Cnc())nc(NCCSn1,CCNc1nc(S)nc(NCC)n1
O=C(O)(1c(Cl)c(Cl)c(Cl)ccCl)c1Cl,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
O=P(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1,O=C(O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl
O=S1c2ccccc2-c2cccc21,O=S1c2ccccc2-c2ccccc21
O=S1c2ccccc2-c2ccccc,O=S1c2ccccc2-c2ccccc21
O=2S1c2ccccc2-c2ccccc21,O=S1c2ccccc2-c2ccccc21
CC(N)Cc1c[nH]c2c(Cl)cccc,CC(N)Cc1c[nH]c2c(Cl)cccc12
CC(N)Cc1c[nH]c1c(Cl)cccc12,CC(N)Cc1c[nH]c2c(Cl)cccc12
CC(N)Cc1cc2c(H)cccc12,CC(N)Cc1c[nH]c2c(Cl)cccc12
CBrOC(=O)N(CC)c1ccCccc1,CCOC(=O)N(CC)c1ccccc1
CCOC(=O)N(CC)c1cccc)1,CCOC(=O)N(CC)c1ccccc1
CO(C=O)c(CC)c1cccNc1,CCOC(=O)N(CC)c1ccccc1
CCC(C)c=ccc(C(C)CC)cc1,CCC(C)c1ccc(C(C)CC)cc1
CCC(C)2Cccc((C(C)1C)cc1,CCC(C)c1ccc(C(C)CC)cc1
CC(C)c1cccCl(C(C)CC)cc1,CCC(C)c1ccc(C(C)CC)cc1
Cc1cc(O)c(C(C)C)Sc1C(=O)[O-].[Na+],Cc1cc(O)c(C(C)C)cc1C(=O)[O-].[Na+]
Cc1cc(O)c(C(C)C)cc1C(=O).[Na+],Cc1cc(O)c(C(C)C)cc1C(=O)[O-].[Na+]
Cc1cc(O)c(C(C)C)cc1C(=O)[O-].,Cc1cc(O)c(C(C)C)cc1C(=O)[O-].[Na+]
CNc1ncS(NC(C)C)nc(SC)n1,CNc1nc(NC(C)C)nc(SC)n1
CNc1nc(NC(C)C)nc(SSC)n1,CNc1nc(NC(C)C)nc(SC)n1
CNc1nc(NC(C)C)nc(SC)n,CNc1nc(NC(C)C)nc(SC)n1
O=S1(=O)c2ccccc2-c2ccccc,O=S1(=O)c2ccccc2-c2ccccc21
O=21(=O)c2ccccc2-cScHccc21,O=S1(=O)c2ccccc2-c2ccccc21
O=S1(=O)c2ccccc2-c2cccc21Cl,O=S1(=O)c2ccccc2-c2ccccc21
CCOC(=O)Cn1c([N+](=1)[O-])cnc1C,CCOC(=O)Cn1c([N+](=O)[O-])cnc1C
CCOC(=O)Cn1c([N+](=O)[O-])cnc1,CCOC(=O)Cn1c([N+](=O)[O-])cnc1C
CCOC(=O)Cn1c([N+](=O)[O-]=cnc1C,CCOC(=O)Cn1c([N+](=O)[O-])cnc1C
C[NH+](C)Cc1cc(-c2ccccc2)on1.,C[NH+](C)Cc1cc(-c2ccccc2)on1.[Cl-]
C[NH+](C)Cc1c(-c2ccccc2)on1.[Cl-],C[NH+](C)Cc1cc(-c2ccccc2)on1.[Cl-]
C[NH+](C)Cc1cc(-c2ccccc22on1.[Cl-],C[NH+](C)Cc1cc(-c2ccccc2)on1.[Cl-]
O=[N+]([O-]cc1cCl)cccc1-)Brc[nH]cc1Cl,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
O=[N+]([O-])c1c(Cl)cccc1c1c[nH]cc1Cl,O=[N+]([O-])c1c(Cl)cccc1-c1c[nH]cc1Cl
CcC(C)c1cH(OC(=O)NC)ccC1C,CCC(C)c1cc(OC(=O)NC)ccc1C
CCC(C)c1cc(O(=O)NC)ccc1C,CCC(C)c1cc(OC(=O)NC)ccc1C
CCC(C)c1cc(OC(=O)NC)ccc1,CCC(C)c1cc(OC(=O)NC)ccc1C
O=C(Nc1ccccc1Cl)c1cccc1,O=C(Nc1ccccc1Cl)c1ccccc1
O=C(ClNc1cccClc1c)c1ccccc1,O=C(Nc1ccccc1Cl)c1ccccc1
O=C(Nc1ccccc1Cl)cSc1ccc1,O=C(Nc1ccccc1Cl)c1ccccc1
C=2CCNc1nc(NCC=C)Oc(SC)n1,C=CCNc1nc(NCC=C)nc(SC)n1
C=CCNc1nc(NCC=C)nc(SC)nBr,C=CCNc1nc(NCC=C)nc(SC)n1
C=CCNc1nc1NCC=C)nc(SC)n1,C=CCNc1nc(NCC=C)nc(SC)n1
NC(N)=[NH+]OCc1ccc(Cl)cc1.O=[N+]()[O-],NC(N)=[NH+]OCc1ccc(Cl)cc1.O=[N+]([O-])[O-]
NC(N)=[NH+]OCc1ccc(Cl)cc1.O=[N+]([O-]),NC(N)=[NH+]OCc1ccc(Cl)cc1.O=[N+]([O-])[O-]
NC(N)=NOCc1ccc(Cl)cc,NC(N)=NOCc1ccc(Cl)cc1
NC(N)=NOCc1ccS(Cl)cc1,NC(N)=NOCc1ccc(Cl)cc1
NC(N)=NOCc1ccc(Cl)Scc1,NC(N)=NOCc1ccc(Cl)cc1
NC(N)=NCCCOc1ccccc1.NC(N)=NCCCOc1ccccc1.O=S(=O)(O),NC(N)=NCCCOc1ccccc1.NC(N)=NCCCOc1ccccc1.O=S(=O)(O)O
NC(NC=N)CCOc1ccccc1,NC(N)=NCCCOc1ccccc1
ONC(N)=NCCCOc1ccccc1,NC(N)=NCCCOc1ccccc1
NC(N)=NCCCOc1ccccc,NC(N)=NCCCOc1ccccc1
ON=c1c2ccccc2ccc2=ccccc12,ON=c1c2ccccc2ccc2ccccc12
ON=c1c2cccSc2ccc2ccccc12,ON=c1c2ccccc2ccc2ccccc12
O=c1c2ccccc2ccc2ccccc12,ON=c1c2ccccc2ccc2ccccc12
CNc1ccc(Cl)cc1C(=O)c1ccccc,CNc1ccc(Cl)cc1C(=O)c1ccccc1
C(c1cCccNCl)cc1C(=O)c1ccccc1,CNc1ccc(Cl)cc1C(=O)c1ccccc1
CNc1ccc(Cl)ccCl1C(=O)cccccc1,CNc1ccc(Cl)cc1C(=O)c1ccccc1
O=c1oc(-c2ccc2cc2)nc2ccccc12,O=c1oc(-c2ccccc2)nc2ccccc12
O==c1oc(-c2ccccc2)nc2ccccc12,O=c1oc(-c2ccccc2)nc2ccccc12
O1c1oc(-c2ccccc2)nc2ccccc12,O=c1oc(-c2ccccc2)nc2ccccc12
Nc1nc(=O)n(22CC()[C@@H](CO)O2)cc1Br,Nc1nc(=O)n([C@H]2CC(O)[C@@H](CO)O2)cc1Br
Nc1nc(=O)n([C@H]2CC(O)[C@@H](CO)O2)cc1,Nc1nc(=O)n([C@H]2CC(O)[C@@H](CO)O2)cc1Br
OC(CNc1c2cc(Br)cn1)c1ccccc1,OC(CNc1ccc(Br)cn1)c1ccccc1
OC(CNc1ccc(Br)cn1)c1ccccc,OC(CNc1ccc(Br)cn1)c1ccccc1
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O
C=CCn1c(=O)n(CC=C)c(=O)n(CCS=C)c=O,C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O
C[N+](C)(C)CC1(CO)COC(c2ccccc2)OC1.,C[N+](C)(C)CC1(CO)COC(c2ccccc2)OC1.[Br-]
C[N+](C)(C)CC1(CO)COC(c2ccccc2)OC)1.[Br-],C[N+](C)(C)CC1(CO)COC(c2ccccc2)OC1.[Br-]
C[N+](C)(CCC1(CO)COC(c2ccccc2)OC1,C[N+](C)(C)CC1(CO)COC(c2ccccc2)OC1
C[N+](C)(C)CC1(COCOC(c2ccccc2)OC1,C[N+](C)(C)CC1(CO)COC(c2ccccc2)OC1
C[N+](C)(C)CC1(CO)COC(c2ccccc2)OC,C[N+](C)(C)CC1(CO)COC(c2ccccc2)OC1
COCCCNCC(O)C1COc2ccccc2O,COCCCNCC(O)C1COc2ccccc2O1
